case_id,created_at,completed_at,business_unit,department,country,vendor_id,vendor_tier,material_category,amount_usd,priority,channel,variant_ground_truth,event_count,rework_count,cycle_time_hours,sla_target_hours,sla_breached,fitness,conformant,touch_time_hours,estimated_wait_hours,automation_rate
P2P-005829,2025-12-26 03:12:12+00:00,2026-01-03 22:42:03+00:00,Consumer Products,Facilities,Poland,V-070,C,MRO,2533.06,Standard,Catalog,happy_path,13,0,211.4976,240.0,False,1.0,True,3.2475,208.25,0.38461538461538464
P2P-005830,2025-01-09 19:29:46+00:00,2025-01-18 11:52:12+00:00,Consumer Products,Operations,Netherlands,V-045,B,MRO,4158.32,Standard,Catalog,happy_path,13,0,208.374,240.0,False,1.0,True,3.1758333333333337,205.19805555555556,0.38461538461538464
P2P-005831,2025-03-24 00:32:43+00:00,2025-04-02 21:42:08+00:00,Industrial Systems,Information Technology,Türkiye,V-008,A,Facilities,12632.92,Standard,ERP Portal,approval_rework,15,1,237.1571,240.0,False,0.8666666666666667,False,3.617833333333333,233.5391111111111,0.3333333333333333
P2P-005832,2025-01-09 20:30:53+00:00,2025-01-16 10:29:08+00:00,Industrial Systems,Finance,Türkiye,V-031,B,Direct Materials,3991.89,Standard,Catalog,happy_path,13,0,157.9709,240.0,False,1.0,True,3.501,154.46983333333333,0.38461538461538464
P2P-005833,2026-06-16 02:47:00+00:00,2026-06-27 01:33:13+00:00,Industrial Systems,Information Technology,Türkiye,V-007,A,Direct Materials,7775.62,Strategic,Catalog,missing_approval+late_delivery,13,0,262.7705,336.0,False,0.8461538461538461,False,2.758166666666667,260.0121111111111,0.38461538461538464
P2P-005834,2025-01-14 19:56:34+00:00,2025-01-22 10:19:16+00:00,Industrial Systems,Facilities,Netherlands,V-046,B,Facilities,14302.44,Standard,ERP Portal,happy_path,13,0,182.3783,240.0,False,1.0,True,3.0276666666666667,179.35066666666665,0.38461538461538464
P2P-005835,2025-11-13 12:47:20+00:00,2025-11-21 12:08:03+00:00,Corporate Services,Operations,Türkiye,V-009,A,IT Equipment,8957.03,Standard,ERP Portal,payment_rework,16,2,191.3454,240.0,False,0.8125,False,4.792833333333333,186.55244444444443,0.3125
P2P-005836,2025-08-27 03:59:19+00:00,2025-09-06 20:33:42+00:00,Industrial Systems,Operations,Poland,V-045,B,Direct Materials,168895.42,Standard,Catalog,happy_path+late_delivery,14,0,256.5731,240.0,True,0.9285714285714286,False,4.910333333333333,251.66272222222224,0.35714285714285715
P2P-005837,2025-02-22 13:35:12+00:00,2025-03-04 07:22:39+00:00,Consumer Products,Operations,Germany,V-046,B,Direct Materials,1458.46,Strategic,Catalog,approval_rework,15,1,233.7911,336.0,False,0.8666666666666667,False,4.293,229.49783333333332,0.3333333333333333
P2P-005838,2026-01-04 10:18:49+00:00,2026-01-12 11:02:35+00:00,Industrial Systems,Information Technology,Türkiye,V-030,B,IT Equipment,11816.69,Standard,ERP Portal,happy_path,13,0,192.7297,240.0,False,1.0,True,3.4031666666666665,189.3262777777778,0.38461538461538464
P2P-005839,2025-01-29 20:57:48+00:00,2025-02-05 16:06:52+00:00,Consumer Products,Operations,Türkiye,V-011,A,MRO,31317.73,Standard,ERP Portal,happy_path,13,0,163.1512,240.0,False,1.0,True,2.9595,160.19161111111111,0.38461538461538464
P2P-005840,2025-05-09 17:58:12+00:00,2025-05-14 11:43:24+00:00,Industrial Systems,Engineering,Germany,V-077,C,IT Equipment,36446.1,Urgent,ERP Portal,fast_track,12,0,113.7533,120.0,False,0.9230769230769231,False,3.886166666666667,109.86716666666666,0.4166666666666667
P2P-005841,2025-07-23 09:28:30+00:00,2025-07-27 07:59:36+00:00,Industrial Systems,Information Technology,Türkiye,V-015,A,Professional Services,9027.13,Urgent,ERP Portal,missing_approval,12,0,94.5184,120.0,False,0.9230769230769231,False,2.816666666666667,91.70166666666667,0.4166666666666667
P2P-005842,2025-02-14 07:01:56+00:00,2025-02-19 00:54:22+00:00,Consumer Products,Engineering,Türkiye,V-064,C,MRO,10828.89,Urgent,ERP Portal,happy_path,13,0,113.8739,120.0,False,1.0,True,3.743666666666667,110.13022222222222,0.38461538461538464
P2P-005843,2026-04-14 01:27:22+00:00,2026-04-25 10:32:20+00:00,Industrial Systems,Operations,Germany,V-056,B,Professional Services,5078.1,Standard,Catalog,missing_approval,12,0,273.0828,240.0,True,0.9230769230769231,False,2.827,270.2557777777778,0.4166666666666667
P2P-005844,2026-04-14 16:47:57+00:00,2026-04-21 16:47:35+00:00,Consumer Products,Finance,Netherlands,V-062,C,Direct Materials,6497.32,Standard,ERP Portal,fast_track,12,0,167.9941,240.0,False,0.9230769230769231,False,2.7845,165.20938888888887,0.4166666666666667
P2P-005845,2025-06-23 04:54:07+00:00,2025-06-28 10:18:25+00:00,Consumer Products,Information Technology,Türkiye,V-039,B,Direct Materials,15200.5,Urgent,ERP Portal,three_way_match_failure,14,0,125.4051,120.0,True,0.7857142857142857,False,3.8673333333333333,121.53766666666667,0.35714285714285715
P2P-005846,2025-02-22 08:29:03+00:00,2025-03-03 06:54:55+00:00,Corporate Services,Facilities,Netherlands,V-054,B,Professional Services,22408.04,Standard,Email Intake,three_way_match_failure,14,0,214.4312,240.0,False,0.7857142857142857,False,3.3930000000000002,211.0381111111111,0.35714285714285715
P2P-005847,2025-10-05 14:29:32+00:00,2025-10-17 19:45:20+00:00,Corporate Services,Engineering,Türkiye,V-063,C,Professional Services,1039.77,Standard,ERP Portal,happy_path,13,0,293.2635,240.0,True,1.0,True,3.5846666666666667,289.67866666666663,0.38461538461538464
P2P-005848,2026-04-01 13:07:10+00:00,2026-04-20 23:42:42+00:00,Corporate Services,Operations,Türkiye,V-022,B,IT Equipment,89920.15,Standard,Catalog,three_way_match_failure+late_delivery,15,0,466.5922,240.0,True,0.8,False,3.683,462.90922222222224,0.3333333333333333
P2P-005849,2026-05-12 10:17:15+00:00,2026-05-19 23:33:36+00:00,Corporate Services,Facilities,Germany,V-043,B,Professional Services,5855.16,Standard,ERP Portal,fast_track,12,0,181.2727,240.0,False,0.9230769230769231,False,3.2039999999999997,178.0685,0.4166666666666667
P2P-005850,2025-06-24 22:04:34+00:00,2025-07-04 10:14:49+00:00,Corporate Services,Information Technology,Türkiye,V-054,B,Direct Materials,38074.37,Standard,Catalog,happy_path,13,0,228.1709,240.0,False,1.0,True,4.1049999999999995,224.06583333333333,0.38461538461538464
P2P-005851,2025-09-01 14:25:37+00:00,2025-09-10 03:49:35+00:00,Consumer Products,Engineering,Türkiye,V-045,B,Direct Materials,8253.73,Standard,ERP Portal,three_way_match_failure,14,0,205.3997,240.0,False,0.7857142857142857,False,3.5668333333333333,201.8326111111111,0.35714285714285715
P2P-005852,2025-04-25 02:12:05+00:00,2025-05-08 07:44:26+00:00,Corporate Services,Information Technology,Netherlands,V-029,B,Direct Materials,21881.35,Urgent,ERP Portal,invoice_discrepancy+late_delivery,16,0,317.5394,120.0,True,0.8125,False,4.475833333333333,313.06333333333333,0.3125
P2P-005853,2025-11-23 11:55:04+00:00,2025-12-01 12:06:47+00:00,Consumer Products,Operations,Netherlands,V-040,B,Professional Services,24215.62,Standard,ERP Portal,fast_track,12,0,192.1955,240.0,False,0.9230769230769231,False,2.9829999999999997,189.21227777777779,0.4166666666666667
P2P-005854,2026-03-14 19:41:49+00:00,2026-03-24 10:39:05+00:00,Consumer Products,Information Technology,Germany,V-061,C,MRO,24302.69,Strategic,ERP Portal,three_way_match_failure,14,0,230.9547,336.0,False,0.7857142857142857,False,3.1915,227.76294444444446,0.35714285714285715
P2P-005855,2026-03-28 02:28:24+00:00,2026-04-12 09:29:51+00:00,Corporate Services,Operations,Türkiye,V-035,B,Facilities,26267.83,Standard,ERP Portal,duplicate_invoice,17,1,367.0243,240.0,True,0.7647058823529411,False,3.997,363.02716666666663,0.35294117647058826
P2P-005856,2025-05-26 17:13:48+00:00,2025-06-06 21:56:23+00:00,Consumer Products,Engineering,Türkiye,V-066,C,IT Equipment,5353.82,Standard,ERP Portal,approval_rework,15,1,268.7098,240.0,True,0.8666666666666667,False,3.9425000000000003,264.76722222222224,0.3333333333333333
P2P-005857,2025-08-08 20:29:06+00:00,2025-08-17 21:29:45+00:00,Consumer Products,Information Technology,Türkiye,V-079,C,IT Equipment,12016.77,Standard,ERP Portal,fast_track,12,0,217.0108,240.0,False,0.9230769230769231,False,2.5891666666666664,214.42166666666665,0.4166666666666667
P2P-005858,2025-08-12 21:19:00+00:00,2025-08-21 07:31:10+00:00,Industrial Systems,Information Technology,Germany,V-078,C,MRO,2752.25,Strategic,Email Intake,fast_track,12,0,202.2028,336.0,False,0.9230769230769231,False,3.0325,199.17027777777778,0.4166666666666667
P2P-005859,2026-05-15 23:51:44+00:00,2026-05-21 10:18:37+00:00,Consumer Products,Operations,Poland,V-029,B,Direct Materials,8497.18,Urgent,ERP Portal,happy_path,13,0,130.4481,120.0,True,1.0,True,3.2598333333333334,127.18822222222222,0.38461538461538464
P2P-005860,2025-12-13 10:19:01+00:00,2025-12-22 05:14:53+00:00,Corporate Services,Operations,Germany,V-050,B,Direct Materials,40501.35,Strategic,Catalog,fast_track,12,0,210.9312,336.0,False,0.9230769230769231,False,3.0974999999999997,207.8336111111111,0.4166666666666667
P2P-005861,2025-06-20 12:42:12+00:00,2025-06-29 03:44:00+00:00,Consumer Products,Information Technology,Türkiye,V-072,C,MRO,8901.41,Standard,ERP Portal,happy_path,13,0,207.03,240.0,False,1.0,True,2.697,204.333,0.38461538461538464
P2P-005862,2025-01-30 14:22:07+00:00,2025-02-07 17:36:34+00:00,Consumer Products,Operations,Poland,V-045,B,Direct Materials,35898.15,Standard,ERP Portal,happy_path,13,0,195.241,240.0,False,1.0,True,3.2060000000000004,192.03483333333335,0.38461538461538464
P2P-005863,2025-03-03 09:28:40+00:00,2025-03-16 06:35:03+00:00,Industrial Systems,Finance,Germany,V-076,C,Professional Services,19718.35,Standard,Catalog,missing_approval,12,0,309.1065,240.0,True,0.9230769230769231,False,2.877666666666667,306.22872222222225,0.4166666666666667
P2P-005864,2025-08-29 09:07:06+00:00,2025-09-05 08:35:10+00:00,Consumer Products,Finance,Poland,V-057,B,Professional Services,69249.27,Urgent,ERP Portal,happy_path,13,0,167.4679,120.0,True,1.0,True,2.6511666666666667,164.81661111111111,0.38461538461538464
P2P-005865,2025-10-21 14:20:09+00:00,2025-10-30 23:31:12+00:00,Corporate Services,Finance,Netherlands,V-048,B,Facilities,7233.79,Standard,Catalog,duplicate_invoice,17,1,225.1843,240.0,False,0.7647058823529411,False,3.8896666666666664,221.2945,0.35294117647058826
P2P-005866,2025-03-17 01:36:52+00:00,2025-03-22 23:38:51+00:00,Consumer Products,Facilities,Türkiye,V-049,B,MRO,22731.91,Standard,ERP Portal,fast_track,12,0,142.0332,240.0,False,0.9230769230769231,False,2.9478333333333335,139.08522222222223,0.4166666666666667
P2P-005867,2025-08-17 09:40:49+00:00,2025-08-25 13:38:10+00:00,Industrial Systems,Finance,Poland,V-077,C,Direct Materials,8143.08,Urgent,ERP Portal,approval_rework,15,1,195.9561,120.0,True,0.8666666666666667,False,3.7188333333333334,192.23700000000002,0.3333333333333333
P2P-005868,2026-05-30 05:01:12+00:00,2026-06-06 22:03:12+00:00,Consumer Products,Operations,Türkiye,V-044,B,MRO,34582.13,Standard,ERP Portal,happy_path,13,0,185.0334,240.0,False,1.0,True,2.7606666666666664,182.27266666666665,0.38461538461538464
P2P-005869,2026-05-27 01:03:12+00:00,2026-06-03 22:27:27+00:00,Industrial Systems,Information Technology,Türkiye,V-069,C,MRO,27666.48,Standard,ERP Portal,happy_path,13,0,189.4043,240.0,False,1.0,True,2.833833333333333,186.57033333333334,0.38461538461538464
P2P-005870,2025-01-14 14:39:27+00:00,2025-01-22 16:25:52+00:00,Industrial Systems,Operations,Türkiye,V-079,C,MRO,22212.03,Standard,Catalog,happy_path,13,0,193.7738,240.0,False,1.0,True,3.493333333333333,190.28027777777777,0.38461538461538464
P2P-005871,2025-08-30 14:18:31+00:00,2025-09-12 14:39:56+00:00,Industrial Systems,Operations,Türkiye,V-074,C,Direct Materials,71827.71,Strategic,ERP Portal,happy_path,13,0,312.3572,336.0,False,1.0,True,3.2568333333333332,309.10011111111106,0.38461538461538464
P2P-005872,2025-01-04 06:34:27+00:00,2025-01-14 02:51:26+00:00,Corporate Services,Facilities,Türkiye,V-026,B,MRO,5644.25,Standard,Email Intake,invoice_discrepancy,15,0,236.2832,240.0,False,0.8666666666666667,False,3.7939999999999996,232.48905555555555,0.3333333333333333
P2P-005873,2025-06-20 23:58:19+00:00,2025-07-04 03:52:01+00:00,Industrial Systems,Information Technology,Türkiye,V-080,C,IT Equipment,7386.28,Standard,ERP Portal,approval_rework+late_delivery,16,1,315.8952,240.0,True,0.8125,False,4.587666666666666,311.3073333333333,0.3125
P2P-005874,2025-08-05 00:51:25+00:00,2025-08-13 20:06:47+00:00,Consumer Products,Engineering,Türkiye,V-041,B,Professional Services,63648.46,Standard,ERP Portal,fast_track,12,0,211.2562,240.0,False,0.9230769230769231,False,2.5989999999999998,208.65711111111113,0.4166666666666667
P2P-005875,2025-10-29 14:24:59+00:00,2025-11-07 21:37:55+00:00,Corporate Services,Information Technology,Türkiye,V-001,A,IT Equipment,17392.05,Standard,Catalog,fast_track+late_delivery,13,0,223.2157,240.0,False,0.8461538461538461,False,3.4266666666666667,219.7888888888889,0.38461538461538464
P2P-005876,2026-04-27 03:56:05+00:00,2026-05-03 11:27:30+00:00,Consumer Products,Operations,Netherlands,V-032,B,Direct Materials,11728.02,Standard,ERP Portal,happy_path,13,0,151.5237,240.0,False,1.0,True,3.114333333333333,148.4092777777778,0.38461538461538464
P2P-005877,2025-05-05 16:25:49+00:00,2025-05-18 18:16:18+00:00,Consumer Products,Operations,Poland,V-028,B,Direct Materials,11178.72,Strategic,Catalog,approval_rework+late_delivery,16,1,313.8416,336.0,False,0.8125,False,4.981,308.8603888888889,0.3125
P2P-005878,2026-05-10 21:19:26+00:00,2026-05-19 19:14:06+00:00,Industrial Systems,Finance,Türkiye,V-014,A,IT Equipment,16203.12,Standard,Catalog,payment_rework,16,2,213.9113,240.0,False,0.8125,False,4.042,209.8691111111111,0.3125
P2P-005879,2026-01-06 12:43:46+00:00,2026-01-14 04:14:31+00:00,Industrial Systems,Finance,Türkiye,V-026,B,MRO,7881.57,Standard,ERP Portal,happy_path,13,0,183.5127,240.0,False,1.0,True,2.9483333333333333,180.56416666666667,0.38461538461538464
P2P-005880,2025-01-13 07:36:29+00:00,2025-01-19 05:28:40+00:00,Consumer Products,Facilities,Türkiye,V-020,B,MRO,12791.43,Urgent,ERP Portal,happy_path,13,0,141.87,120.0,True,1.0,True,3.005333333333333,138.86438888888887,0.38461538461538464
P2P-005881,2025-11-28 06:04:35+00:00,2025-12-04 22:21:13+00:00,Consumer Products,Engineering,Türkiye,V-050,B,Direct Materials,14758.3,Urgent,Email Intake,happy_path,13,0,160.2774,120.0,True,1.0,True,3.2641666666666667,157.01305555555558,0.38461538461538464
P2P-005882,2025-11-14 21:09:44+00:00,2025-11-25 21:32:56+00:00,Consumer Products,Operations,Poland,V-077,C,Direct Materials,10944.98,Standard,Catalog,payment_rework,16,2,264.3867,240.0,True,0.8125,False,5.595,258.79166666666663,0.3125
P2P-005883,2026-03-03 18:45:26+00:00,2026-03-07 00:51:20+00:00,Industrial Systems,Information Technology,Türkiye,V-003,A,MRO,56663.13,Urgent,ERP Portal,fast_track,12,0,78.0986,120.0,False,0.9230769230769231,False,3.562,74.53633333333333,0.4166666666666667
P2P-005884,2025-05-19 02:01:52+00:00,2025-05-29 04:32:42+00:00,Industrial Systems,Operations,Türkiye,V-039,B,Professional Services,11574.95,Standard,ERP Portal,happy_path,13,0,242.5139,240.0,True,1.0,True,2.763333333333333,239.75055555555556,0.38461538461538464
P2P-005885,2025-04-20 15:15:44+00:00,2025-04-28 22:45:33+00:00,Consumer Products,Facilities,Germany,V-076,C,Professional Services,2401.04,Standard,ERP Portal,approval_rework,15,1,199.4971,240.0,False,0.8666666666666667,False,4.017166666666666,195.47977777777777,0.3333333333333333
P2P-005886,2026-02-21 23:47:04+00:00,2026-03-09 21:31:41+00:00,Corporate Services,Engineering,Türkiye,V-060,C,Professional Services,58963.31,Standard,ERP Portal,fast_track+late_delivery,13,0,381.7439,240.0,True,0.8461538461538461,False,3.3911666666666664,378.3524444444445,0.38461538461538464
P2P-005887,2025-12-17 12:42:06+00:00,2025-12-29 16:43:14+00:00,Industrial Systems,Facilities,Türkiye,V-068,C,Direct Materials,72675.29,Standard,ERP Portal,happy_path,13,0,292.0191,240.0,True,1.0,True,3.3131666666666666,288.7057222222222,0.38461538461538464
P2P-005888,2026-06-14 19:20:27+00:00,2026-06-24 00:04:49+00:00,Industrial Systems,Operations,Poland,V-001,A,IT Equipment,13775.6,Strategic,ERP Portal,duplicate_invoice,17,1,220.7396,336.0,False,0.7647058823529411,False,4.014333333333334,216.72511111111112,0.35294117647058826
P2P-005889,2026-05-02 02:44:01+00:00,2026-05-10 13:14:32+00:00,Corporate Services,Operations,Netherlands,V-054,B,IT Equipment,4107.33,Standard,ERP Portal,happy_path,13,0,202.5087,240.0,False,1.0,True,3.3931666666666667,199.11544444444445,0.38461538461538464
P2P-005890,2026-06-18 05:32:30+00:00,2026-06-25 20:00:34+00:00,Industrial Systems,Operations,Türkiye,V-020,B,IT Equipment,11757.06,Strategic,ERP Portal,happy_path,13,0,182.468,336.0,False,1.0,True,3.1191666666666666,179.3486111111111,0.38461538461538464
P2P-005891,2025-02-08 03:23:29+00:00,2025-02-17 00:47:12+00:00,Industrial Systems,Finance,Türkiye,V-026,B,MRO,16879.09,Standard,ERP Portal,happy_path,13,0,213.3954,240.0,False,1.0,True,2.7035,210.6917777777778,0.38461538461538464
P2P-005892,2026-01-17 06:35:17+00:00,2026-01-28 20:22:12+00:00,Corporate Services,Operations,Poland,V-070,C,IT Equipment,13679.89,Standard,ERP Portal,invoice_discrepancy,15,0,277.7822,240.0,True,0.8666666666666667,False,3.525,274.25694444444446,0.3333333333333333
P2P-005893,2026-05-30 08:45:47+00:00,2026-06-06 17:21:34+00:00,Consumer Products,Finance,Türkiye,V-032,B,Professional Services,26661.0,Standard,Catalog,fast_track,12,0,176.5964,240.0,False,0.9230769230769231,False,2.823,173.7733888888889,0.4166666666666667
P2P-005894,2025-04-09 19:58:25+00:00,2025-04-21 10:16:09+00:00,Industrial Systems,Finance,Türkiye,V-027,B,IT Equipment,20320.42,Standard,ERP Portal,duplicate_invoice,17,1,278.2958,240.0,True,0.7647058823529411,False,4.1155,274.18005555555555,0.35294117647058826
P2P-005895,2025-11-09 19:07:44+00:00,2025-11-22 08:26:54+00:00,Industrial Systems,Information Technology,Türkiye,V-043,B,MRO,13246.38,Standard,ERP Portal,invoice_discrepancy+late_delivery,16,0,301.3195,240.0,True,0.8125,False,4.286833333333333,297.0326111111111,0.3125
P2P-005896,2025-08-29 15:57:54+00:00,2025-09-06 07:12:07+00:00,Industrial Systems,Operations,Poland,V-048,B,MRO,6988.56,Standard,Catalog,happy_path,13,0,183.237,240.0,False,1.0,True,3.2710000000000004,179.96594444444446,0.38461538461538464
P2P-005897,2025-09-17 13:15:44+00:00,2025-09-30 11:49:55+00:00,Corporate Services,Operations,Germany,V-069,C,Direct Materials,84119.07,Urgent,Email Intake,happy_path+late_delivery,14,0,310.5699,120.0,True,0.9285714285714286,False,3.216,307.3537222222222,0.35714285714285715
P2P-005898,2025-08-06 06:52:58+00:00,2025-08-16 09:11:52+00:00,Consumer Products,Finance,Poland,V-058,B,Facilities,19263.72,Standard,ERP Portal,approval_rework,15,1,242.3151,240.0,True,0.8666666666666667,False,3.6195000000000004,238.6955,0.3333333333333333
P2P-005899,2026-03-18 21:55:33+00:00,2026-03-27 06:02:49+00:00,Industrial Systems,Engineering,Türkiye,V-034,B,IT Equipment,4126.28,Standard,ERP Portal,happy_path,13,0,200.1213,240.0,False,1.0,True,3.0756666666666663,197.04544444444443,0.38461538461538464
P2P-005900,2026-04-03 00:37:11+00:00,2026-04-11 01:07:09+00:00,Industrial Systems,Engineering,Germany,V-065,C,MRO,20490.34,Urgent,Email Intake,approval_rework,15,1,192.4995,120.0,True,0.8666666666666667,False,3.730166666666667,188.76927777777777,0.3333333333333333
P2P-005901,2025-12-28 17:47:40+00:00,2026-01-04 12:53:45+00:00,Corporate Services,Information Technology,Netherlands,V-039,B,MRO,4391.6,Urgent,ERP Portal,happy_path,13,0,163.1015,120.0,True,1.0,True,2.8728333333333333,160.22855555555554,0.38461538461538464
P2P-005902,2025-12-02 10:46:06+00:00,2025-12-09 12:01:48+00:00,Industrial Systems,Operations,Türkiye,V-072,C,MRO,24731.57,Standard,ERP Portal,happy_path,13,0,169.2618,240.0,False,1.0,True,2.9568333333333334,166.30483333333333,0.38461538461538464
P2P-005903,2025-04-23 21:36:29+00:00,2025-05-02 23:52:46+00:00,Consumer Products,Information Technology,Germany,V-048,B,Direct Materials,24830.94,Urgent,ERP Portal,fast_track+late_delivery,13,0,218.2715,120.0,True,0.8461538461538461,False,3.3673333333333333,214.90405555555554,0.38461538461538464
P2P-005904,2025-07-09 06:51:49+00:00,2025-07-15 23:06:36+00:00,Corporate Services,Operations,Türkiye,V-055,B,MRO,54386.46,Urgent,ERP Portal,approval_rework,15,1,160.2465,120.0,True,0.8666666666666667,False,4.572333333333333,155.67405555555558,0.3333333333333333
P2P-005905,2025-03-10 11:15:04+00:00,2025-03-20 21:45:26+00:00,Industrial Systems,Engineering,Netherlands,V-035,B,IT Equipment,26838.82,Strategic,ERP Portal,fast_track,12,0,250.5063,336.0,False,0.9230769230769231,False,2.97,247.53611111111113,0.4166666666666667
P2P-005906,2025-09-03 00:39:48+00:00,2025-09-11 18:51:21+00:00,Consumer Products,Finance,Germany,V-031,B,Direct Materials,21864.92,Standard,ERP Portal,missing_approval+late_delivery,13,0,210.1926,240.0,False,0.8461538461538461,False,3.1285000000000003,207.064,0.38461538461538464
P2P-005907,2025-04-07 01:31:13+00:00,2025-04-15 01:47:10+00:00,Industrial Systems,Operations,Türkiye,V-012,A,MRO,27694.92,Standard,ERP Portal,happy_path,13,0,192.2659,240.0,False,1.0,True,3.119,189.14683333333335,0.38461538461538464
P2P-005908,2025-07-06 19:46:07+00:00,2025-07-14 10:24:56+00:00,Industrial Systems,Information Technology,Türkiye,V-013,A,Direct Materials,55752.97,Standard,ERP Portal,missing_approval,12,0,182.6471,240.0,False,0.9230769230769231,False,3.3808333333333334,179.26611111111112,0.4166666666666667
P2P-005909,2025-03-23 06:36:11+00:00,2025-03-29 10:45:29+00:00,Industrial Systems,Engineering,Türkiye,V-023,B,IT Equipment,8274.2,Urgent,ERP Portal,payment_rework,16,2,148.155,120.0,True,0.8125,False,4.871666666666667,143.28333333333333,0.3125
P2P-005910,2025-06-29 17:22:42+00:00,2025-07-07 21:21:15+00:00,Industrial Systems,Information Technology,Poland,V-065,C,Direct Materials,10926.23,Standard,Catalog,fast_track,12,0,195.9759,240.0,False,0.9230769230769231,False,2.900666666666667,193.07516666666666,0.4166666666666667
P2P-005911,2026-04-02 07:47:26+00:00,2026-04-18 22:25:28+00:00,Industrial Systems,Engineering,Türkiye,V-022,B,Direct Materials,10731.65,Strategic,ERP Portal,invoice_discrepancy+late_delivery,16,0,398.6341,336.0,True,0.8125,False,3.533666666666667,395.1002222222222,0.3125
P2P-005912,2026-03-24 13:06:21+00:00,2026-03-31 02:54:12+00:00,Industrial Systems,Information Technology,Türkiye,V-014,A,MRO,18348.64,Urgent,Catalog,invoice_discrepancy,15,0,157.7978,120.0,True,0.8666666666666667,False,3.683666666666667,154.11383333333336,0.3333333333333333
P2P-005913,2026-02-06 01:03:56+00:00,2026-02-15 17:45:57+00:00,Consumer Products,Operations,Türkiye,V-061,C,Direct Materials,14413.97,Standard,Email Intake,happy_path,13,0,232.7005,240.0,False,1.0,True,3.285166666666667,229.41511111111112,0.38461538461538464
P2P-005914,2025-12-06 10:00:30+00:00,2025-12-17 07:50:57+00:00,Industrial Systems,Information Technology,Netherlands,V-022,B,Professional Services,15989.62,Standard,Email Intake,invoice_discrepancy,15,0,261.8411,240.0,True,0.8666666666666667,False,3.9361666666666664,257.9046666666666,0.3333333333333333
P2P-005915,2026-01-14 01:48:57+00:00,2026-01-22 02:22:13+00:00,Corporate Services,Engineering,Türkiye,V-074,C,MRO,47140.25,Standard,ERP Portal,happy_path,13,0,192.5545,240.0,False,1.0,True,3.243,189.31144444444445,0.38461538461538464
P2P-005916,2025-11-06 07:44:22+00:00,2025-11-11 22:30:34+00:00,Consumer Products,Finance,Türkiye,V-047,B,Direct Materials,15256.09,Urgent,ERP Portal,invoice_discrepancy,15,0,134.7701,120.0,True,0.8666666666666667,False,3.2558333333333334,131.51416666666668,0.3333333333333333
P2P-005917,2025-07-20 15:35:31+00:00,2025-08-02 13:49:01+00:00,Industrial Systems,Facilities,Netherlands,V-052,B,IT Equipment,24665.8,Standard,ERP Portal,duplicate_invoice,17,1,310.2252,240.0,True,0.7647058823529411,False,3.7016666666666667,306.52333333333337,0.35294117647058826
P2P-005918,2025-11-20 04:27:52+00:00,2025-12-01 08:46:41+00:00,Consumer Products,Engineering,Germany,V-037,B,Professional Services,9251.12,Standard,ERP Portal,approval_rework,15,1,268.3137,240.0,True,0.8666666666666667,False,4.4399999999999995,263.87361111111113,0.3333333333333333
P2P-005919,2026-06-26 00:20:11+00:00,2026-07-06 06:33:17+00:00,Industrial Systems,Engineering,Türkiye,V-079,C,MRO,18616.4,Standard,ERP Portal,invoice_discrepancy,15,0,246.2185,240.0,True,0.8666666666666667,False,3.646,242.57233333333335,0.3333333333333333
P2P-005920,2025-04-28 19:48:49+00:00,2025-05-07 18:40:31+00:00,Industrial Systems,Information Technology,Türkiye,V-021,B,IT Equipment,13002.12,Standard,Catalog,invoice_discrepancy,15,0,214.8618,240.0,False,0.8666666666666667,False,3.5035000000000003,211.35816666666668,0.3333333333333333
P2P-005921,2025-05-30 23:25:07+00:00,2025-06-08 04:24:43+00:00,Industrial Systems,Operations,Türkiye,V-009,A,Direct Materials,17078.53,Standard,ERP Portal,happy_path,13,0,196.9935,240.0,False,1.0,True,3.3716666666666666,193.62166666666667,0.38461538461538464
P2P-005922,2026-01-04 10:10:15+00:00,2026-01-15 01:54:56+00:00,Consumer Products,Engineering,Türkiye,V-048,B,Direct Materials,13567.79,Standard,ERP Portal,missing_approval+late_delivery,13,0,255.7449,240.0,True,0.8461538461538461,False,3.6635,252.0812222222222,0.38461538461538464
P2P-005923,2025-12-23 00:43:40+00:00,2026-01-03 13:15:03+00:00,Industrial Systems,Information Technology,Poland,V-037,B,Facilities,15401.46,Standard,ERP Portal,happy_path,13,0,276.5232,240.0,True,1.0,True,3.6816666666666666,272.8413888888889,0.38461538461538464
P2P-005924,2025-02-01 17:47:26+00:00,2025-02-07 23:08:26+00:00,Consumer Products,Operations,Germany,V-002,A,Direct Materials,22925.9,Urgent,Catalog,three_way_match_failure,14,0,149.3502,120.0,True,0.7857142857142857,False,4.001666666666667,145.34833333333333,0.35714285714285715
P2P-005925,2026-02-25 02:27:03+00:00,2026-03-08 05:02:24+00:00,Industrial Systems,Finance,Poland,V-024,B,Direct Materials,64473.92,Standard,ERP Portal,approval_rework,15,1,266.5893,240.0,True,0.8666666666666667,False,3.6043333333333334,262.9848333333333,0.3333333333333333
P2P-005926,2025-12-14 00:16:26+00:00,2025-12-23 16:55:50+00:00,Corporate Services,Engineering,Germany,V-021,B,MRO,49338.41,Standard,Catalog,invoice_discrepancy,15,0,232.6567,240.0,False,0.8666666666666667,False,4.249,228.40766666666667,0.3333333333333333
